iupac,smiles,expt,calc,inchi,selfies,iupac_name,expt_cat,target_2,target_5
1-methyl-2-nitro-benzene,Cc1ccccc1[N+](=O)[O-],-3.58,-3.133,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],1-methyl-2-nitrobenzene,large,0,2
1-iodoheptane,CCCCCCCI,0.27,0.228,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3",[C][C][C][C][C][C][C][I],1-iodoheptane,very large,1,4
pyrene,c1cc2ccc3cccc4c3c2c(c1)cc4,-4.52,-6.79,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,[C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][Ring2][=C][Ring1][=C][C][=C][Ring1][#Branch1],pyrene,large,0,1
1-chloro-pentane,CCCCCCl,-0.1,1.084,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",[C][C][C][C][C][Cl],1-chloropentane,very large,1,4
isobutyl acetate,CC(C)COC(=O)C,-2.36,-2.896,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",[C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C],2-methylpropyl acetate,large,1,3
"2,2-dimethylbutane",CCC(C)(C)C,2.51,2.495,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",[C][C][C][Branch1][C][C][Branch1][C][C][C],"2,2-dimethylbutane",very large,1,4
4-methoxyaniline,COc1ccc(cc1)N,-7.48,-7.016,"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N],4-methoxyaniline,large,0,0
isobutylbenzene,CC(C)Cc1ccccc1,0.16,-0.257,"InChI=1S/C10H14/c1-9(2)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",[C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2-methylpropylbenzene,very large,1,4
"1,3,5-trichloro-2-phenyl-benzene",c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,-2.16,-1.151,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl],"1,3,5-trichloro-2-phenylbenzene",very large,1,3
methanamine,CN,-4.55,-3.583,"InChI=1S/CH5N/c1-2/h2H2,1H3",[C][N],methanamine,large,0,1
2-chlorophenol,c1ccc(c(c1)O)Cl,-4.55,-3.317,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",[C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][Cl],2-chlorophenol,large,0,1
"2-amino-9,10-anthraquinone",c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,-11.53,-13.895,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][N][=O][N],"2-aminoanthracene-9,10-dione",medium,0,0
"(Z)-1,2-dichloroethylene",C(=C\Cl)\Cl,-1.17,1.156,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,[C][=Branch1][Ring1][=C][\Cl][\Cl],"(z)-1,2-dichloroethene",very large,1,3
hexan-2-one,CCCCC(=O)C,-3.28,-3.006,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",[C][C][C][C][C][=Branch1][C][=O][C],hexan-2-one,large,1,2
"1,2-dinitroxyethane",C(CO[N+](=O)[O-])O[N+](=O)[O-],-5.73,-6.227,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,[C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][O][N+1][=Branch1][C][=O][O-1],2-nitrooxyethyl nitrate,large,0,1
2-fluorophenol,c1ccc(c(c1)O)F,-5.29,-3.346,"InChI=1S/C6H5FO/c7-5-3-1-2-4-6(5)8/h1-4,8H",[C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][F],2-fluorophenol,large,0,1
pirimor,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,-9.41,-13.87,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,[C][C][=C][Branch2][Ring1][Branch2][N][=C][Branch1][#C][N][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][Branch1][C][C][C][N][Branch1][C][C][C][C],"(2-dimethylamino-5,6-dimethylpyrimidin-4-yl) n,n-dimethylcarbamate",medium,0,0
styrene,C=Cc1ccccc1,-1.24,-1.078,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],ethenylbenzene,very large,1,3
triethylphosphate,CCOP(=O)(OCC)OCC,-7.5,-10.251,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",[C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],"triethoxy-hydroxyphosphanium
triethyl phosphate",large,0,0
"2,2,2-trifluoroethanol",C(C(F)(F)F)O,-4.31,-3.809,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",[C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O],"2,2,2-trifluoroethanol",large,0,2
propan-1-ol,CCCO,-4.85,-3.33,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",[C][C][C][O],propan-1-ol,large,0,1
o-xylene,Cc1ccccc1C,-0.9,-0.851,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],"1,2-dimethylbenzene",very large,1,3
neopentane,CC(C)(C)C,2.51,2.506,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",[C][C][Branch1][C][C][Branch1][C][C][C],"2,2-dimethylpropane",very large,1,4
phthalimide,c1ccc2c(c1)C(=O)NC2=O,-9.61,-11.825,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)",[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],"isoindole-1,3-dione",medium,0,0
1-iodobutane,CCCCI,-0.25,-0.223,"InChI=1S/C4H9I/c1-2-3-4-5/h2-4H2,1H3",[C][C][C][C][I],1-iodobutane,very large,1,4
p-cresol,Cc1ccc(cc1)O,-6.13,-5.579,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],4-methylphenol,large,0,1
2-iodopropane,CC(C)I,-0.46,-0.492,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",[C][C][Branch1][C][C][I],2-iodopropane,very large,1,4
2-methoxyphenol,COc1ccccc1O,-5.94,-4.746,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],2-methoxyphenol,large,0,1
cyclopentene,C1CC=CC1,0.56,1.23,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",[C][C][C][=C][C][Ring1][Branch1],cyclopentene,very large,1,4
111-trifluoropropan-2-ol,C[C@H](C(F)(F)F)O,-4.2,-3.486,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m1/s1",[C][C@H1][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O],"(2r)-1,1,1-trifluoropropan-2-ol",large,0,2
propan-1-amine,CCCN,-4.39,-3.053,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",[C][C][C][N],propan-1-amine,large,0,1
2-nitrophenol,c1ccc(c(c1)[N+](=O)[O-])O,-4.58,-5.667,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",[C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O],"2-(dihydroxyamino)phenol
2-nitrophenol",large,0,1
1-methylnaphthalene,Cc1cccc2c1cccc2,-2.44,-3.212,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1],1-methylnaphthalene,large,1,3
hexachlorobenzene,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,-2.33,0.379,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,[C][=Branch2][Ring1][Branch1][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl][Cl][Cl],"1,2,3,4,5,6-hexachlorobenzene",very large,1,3
oct-2-enal,CCCCC/C=C/C=O,-3.43,-2.706,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3/b7-6+",[C][C][C][C][C][/C][=C][/C][=O],"oct-2-enal
(e)-oct-2-enal",large,1,2
diazinon,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,-6.48,-10.753,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][=Branch1][=N][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][Branch1][C][C][C][C],diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidenephosphorane,large,0,0
methyl octanoate,CCCCCCCC(=O)OC,-2.04,-3.035,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C],methyl octanoate,very large,1,3
pyrrolidine,C1CCNC1,-5.48,-4.278,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",[C][C][C][N][C][Ring1][Branch1],pyrrolidine,large,0,1
4-hydroxybenzaldehyde,c1cc(ccc1C=O)O,-8.83,-10.05,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",[C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][C][=O][O],4-hydroxybenzaldehyde,medium,0,0
1-chloroheptane,CCCCCCCCl,0.29,1.467,"InChI=1S/C7H15Cl/c1-2-3-4-5-6-7-8/h2-7H2,1H3",[C][C][C][C][C][C][C][Cl],1-chloroheptane,very large,1,4
"1,4-dioxane",C1COCCO1,-5.06,-4.269,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,[C][C][O][C][C][O][Ring1][=Branch1],"1,4-dioxane",large,0,1
